"","eventSec","y1","x1","is_goal","is_blocked","is_CA","body_part","foot","angle","distance","minute"
"324",1410,30.25,23.1,0,0,0,"right","right",0.117270852157857,76.9913793875652,24
"325",1548,46.24,10.5,0,0,0,"right","right",0.034375837813347,90.3330924966039,26
"326",1678,28.09,25.2,0,0,0,"right","right",0.13002358921991,75.033113356704,28
"327",2532,9,9.45,1,0,0,"left","left",0.415227283915604,93.9377586490118,42
"328",757,28.09,15.75,1,0,1,"right","right",0.112146705505822,84.4570340469046,13
"329",877,16.81,9.45,0,0,0,"right","right",0.190620268955215,92.1672317041149,15
"330",964,20.25,7.35,0,0,1,"head/body","right",0.118814837333796,93.6647479044277,16
"331",965,21.16,5.25,1,0,0,"right","right",0.0830064086018274,95.6160452016292,16
"332",2920,30.25,8.4,1,0,1,"right","right",0.0631603743217498,91.6767282356869,49
"333",961,46.24,2.1,0,0,0,"right","right",0.00721965032041991,98.6621893128264,16
"334",1023,14.44,5.25,0,0,0,"head/body","right",0.17089574057783,96.7478997188053,17
"335",1261,14.44,22.05,0,0,0,"right","right",0.232613391697953,80.3666354901087,21
"336",1857,16,17.85,0,0,0,"right","right",0.2287402380227,84.09888524826,31
"337",2231,9,24.15,0,0,0,"left","left",0.26522171305326,79.8637746415733,37
"338",2482,9.61,33.6,0,0,0,"left","left",0.200870747531341,70.7377699676771,41
"339",2770,26.01,23.1,0,0,0,"left","left",0.140365328404263,77.31397092376,46
"340",2839,34.81,11.55,0,0,0,"head/body","right",0.0634001379393421,88.4537087973139,47
"341",721,3.61,10.5,1,0,0,"left","left",0.610356054485714,94.5187923113705,12
"342",886,31.36,12.6,0,0,0,"right","right",0.0815258938008249,87.4398627629298,15
"343",1086,32.49,11.55,0,0,0,"right","right",0.0717932882750719,88.4628882639494,18
"344",1090,70.56,6.3,0,0,0,"right","right",0.00921371055264774,100.579936369039,18
"345",1198,4.84,24.15,0,0,0,"right","right",0.28960351463884,81.262095099745,20
"346",1251,26.01,12.6,1,0,0,"right","right",0.11175259917613,87.7644580681725,21
"347",1412,36,8.4,0,0,0,"right","right",0.0454089185722943,91.6218314595381,24
"348",1491,25,23.1,0,0,0,"left","left",0.146591805320491,77.4248668064725,25
"349",1619,43.56,5.25,0,0,0,"right","right",0.0201004447559329,95.2310668847094,27
"350",1867,28.09,15.75,0,0,1,"left","left",0.112146705505822,84.4570340469046,31
"351",2586,50.41,6.3,0,0,0,"right","right",0.0179597721883957,95.1261168134178,43
"352",918,21.16,13.65,0,0,0,"left","right",0.159614016321103,87.299416378347,15
"353",1539,42.25,21,0,0,0,"right","right",0.0693612788821045,79.4296072003381,26
"354",1571,30.25,14.7,0,0,0,"right","right",0.0959720578548226,85.3823898705113,26
"355",1705,28.09,8.4,0,0,0,"head/body","right",0.0725351205000087,91.7904575650432,28
"356",2312,29.16,11.55,0,0,0,"left","left",0.0869132453322816,88.5823238575281,39
"357",2774,46.24,25.2,0,0,0,"right","right",0.0667407898896554,75.7948388744247,46
"358",3048,31.36,24.15,0,0,1,"right","right",0.113322147741449,75.8959294033613,51
"359",3092,30.25,12.6,1,0,0,"right","right",0.0867579608153503,87.4804120932223,52
"360",576,16.81,12.6,0,0,0,"right","right",0.212278186261925,89.0744413398142,10
"361",761,11.56,16.8,0,0,0,"left","right",0.296538107994631,86.1730445092896,13
"362",783,37.21,19.95,0,0,0,"right","right",0.082356111164161,80.1143345475702,13
"363",1583,36,10.5,1,0,0,"right","right",0.0551257396023156,89.5223435796896,26
"364",1971,13.69,25.2,0,0,0,"left","right",0.2241659366034,77.5082969752271,33
"365",2368,30.25,6.3,1,0,0,"head/body","right",0.0489497252751904,93.7750099973335,39
"366",2507,50.41,35.7,0,0,0,"right","right",0.0686206430173534,66.3609681966742,42
"367",124,21.16,21,0,0,0,"left","right",0.173837242341708,80.0366516041245,2
"368",501,44.89,4.2,0,0,0,"right","right",0.015223475867725,96.4169699793558,8
"369",814,44.89,12.6,0,0,0,"right","right",0.0426646763735069,88.0758315316977,14
"370",899,50.41,13.65,0,0,0,"right","right",0.0367978633203257,87.8954526696347,15
"371",1447,28.09,22.05,0,0,0,"right","right",0.127220850097658,78.1737206483099,24
"372",2145,24.01,17.85,0,0,0,"right","right",0.14712134981098,82.7551968156683,36
"373",2358,21.16,6.3,0,0,0,"head/body","right",0.0969777664871191,94.5756607166981,39
"374",2510,37.21,23.1,0,0,0,"right","right",0.0885395057564134,76.9669675899993,42
"375",2678,46.24,13.65,0,0,0,"right","right",0.0432077136191338,87.2131876495751,45
"376",164,30.25,6.3,0,0,0,"head/body","right",0.0489497252751904,93.7750099973335,3
"377",1048,23.04,9.45,0,0,0,"head/body","right",0.113517567080507,91.2108770925924,17
"378",1420,23.04,28.35,0,0,0,"right","left",0.155801578374663,72.483405687095,24
"379",1728,42.25,23.1,0,0,0,"right","right",0.0732188504308988,77.341272940132,29
"380",1952,10.24,21,0,0,0,"left","left",0.28105476930006,82.495682311258,33
"381",2136,18.49,7.35,0,0,0,"right","right",0.139739517599183,93.939249517973,36
"382",2304,28.09,27.3,0,0,0,"right","right",0.130641249279188,72.9398251985841,38
"383",2616,16.81,9.45,1,0,0,"right","right",0.190620268955215,92.1672317041149,44
"384",54,22.09,6.3,0,0,0,"head/body","right",0.0894348315778656,94.453894043602,1
"385",141,39.69,18.9,1,0,1,"left","right",0.0719651544282018,81.2993610060989,2
"386",709,42.25,7.35,0,0,0,"head/body","right",0.0294608893448876,93.0165845427578,12
"387",805,54.76,27.3,0,0,0,"left","right",0.0535162591121906,75.6060024072163,13
"388",865,10.24,23.1,0,0,0,"right","left",0.264192745551396,80.4869405555957,14
"389",1087,36,22.05,0,0,0,"left","left",0.0909993205812114,77.9756532515118,18
"390",1169,10.24,3.15,0,0,0,"head/body","right",0.223627299274715,99.7219138404393,19
"391",1596,12.25,9.45,0,0,0,"left","right",0.297062973706608,93.1255335555185,27
"392",1720,15.21,25.2,0,0,0,"left","left",0.212976489459295,77.1239528291957,29
"393",2276,39.69,14.7,0,0,0,"left","left",0.0604462820546375,85.4895671997467,38
"394",2682,37.21,10.5,0,0,0,"left","right",0.0518355292655061,89.5575463040385,45
"395",628,7.29,11.55,0,0,0,"right","left",0.454226931820738,92.3949489961437,10
"396",785,33.64,10.5,0,0,0,"head/body","right",0.0624824599648268,89.5007240194179,13
"397",1128,28.09,9.45,0,0,0,"right","right",0.0798042530469725,90.7426614112678,19
"398",1677,43.56,28.35,0,0,0,"right","right",0.0770559824258246,72.2849645500363,28
"399",1814,25,11.55,0,0,0,"right","right",0.113000076705638,88.9067067211467,30
"400",2080,13.69,8.4,0,0,0,"head/body","right",0.24629765333147,93.824602850212,35
"401",2147,47.61,14.7,0,0,1,"left","left",0.0435472946686568,86.3789447724386,36
"402",2388,38.44,11.55,0,0,0,"left","right",0.0528699729574147,88.5613691176915,40
"403",337,25,19.95,0,0,0,"left","left",0.143648141912881,80.5543450100614,6
"404",700,25,11.55,0,0,0,"head/body","right",0.113000076705638,88.9067067211467,12
"405",1085,20.25,29.4,0,0,0,"left","right",0.169032434437202,71.9265076310535,18
"406",1737,56.25,26.25,0,0,0,"left","left",0.0500008783635379,77.0332720322849,29
"407",1846,26.01,11.55,0,0,0,"head/body","right",0.105747350103363,88.8101491947852,31
"408",2205,30.25,18.9,0,0,0,"right","right",0.109458703066594,81.1866522280602,37
"409",2364,27.04,15.75,0,0,0,"right","right",0.118806855229946,84.5369984089807,39
"410",2737,16.81,3.15,0,0,0,"head/body","left",0.0824274745495937,98.3637057048991,46
"411",317,44.89,10.5,0,0,0,"head/body","right",0.0363765690514265,90.1600915039465,5
"412",405,16.81,11.55,0,0,0,"right","right",0.207000687391715,90.1049310526344,7
"413",582,56.25,6.3,0,0,0,"right","left",0.0144538025052163,96.305516456743,10
"414",980,22.09,8.4,1,0,0,"head/body","right",0.112319866826967,92.3710349622651,16
"415",1124,42.25,7.35,0,0,0,"right","right",0.0294608893448876,93.0165845427578,19
"416",1482,49,12.6,0,0,0,"left","left",0.0362052252532807,88.6778439070324,25
"417",1885,16.81,12.6,0,0,0,"right","right",0.212278186261925,89.0744413398142,31
"418",2358,9,13.65,1,0,0,"right","right",0.374882778077229,89.8961762256883,39
"419",57,8.41,19.95,0,0,0,"left","left",0.310353855044175,84.0407674881661,1
"420",455,17.64,10.5,0,0,0,"head/body","right",0.186189498886508,90.9829632403781,8
"421",537,43.56,9.45,0,0,0,"left","left",0.0350392072458011,91.0532596890413,9
"422",541,32.49,15.75,0,0,0,"right","right",0.0891169299580133,84.2635306642203,9
"423",688,17.64,13.65,1,0,1,"left","left",0.203542719734026,87.8861314429074,11
"424",1012,39.69,13.65,0,0,0,"left","left",0.0570919247142085,86.5372671165435,17
"425",1405,10.89,10.5,0,0,0,"right","right",0.3426732619715,92.4355023786856,23
"426",1452,29.16,13.65,0,0,0,"right","right",0.0973407497741914,86.4855369411557,24
"427",1918,31.36,5.25,1,0,0,"head/body","left",0.0385027791331109,94.7867717564007,32
"428",2156,40.96,27.3,0,0,0,"left","left",0.0827433645116597,73.0324010285846,36
"429",2488,47.61,24.15,0,0,1,"left","left",0.0622412254713427,77.0613690509064,41
"430",2597,23.04,10.5,0,0,0,"head/body","left",0.121841283848812,90.168573239239,43
"431",2739,9,7.35,0,0,0,"left","left",0.416476345082316,95.9636519730257,46
"432",201,14.44,31.5,0,0,0,"right","right",0.191806895359552,71.2379365226141,3
"433",1067,20.25,10.5,0,0,0,"left","left",0.15047635095465,90.5500552180947,18
"434",1123,44.89,9.45,0,0,0,"right","right",0.033069418424895,91.202492290507,19
"435",1186,40.96,15.75,0,0,0,"left","left",0.0602129924601726,84.5369984089807,20
"436",1366,36,22.05,0,0,0,"right","right",0.0909993205812114,77.9756532515118,23
"437",1414,32.49,31.5,0,0,0,"right","right",0.112855924522253,68.5166410443478,24
"438",1639,24.01,30.45,0,0,0,"right","right",0.148463983854881,70.2638071840688,27
"439",1711,16,19.95,0,0,0,"left","right",0.224131877176974,82.0487812219048,29
"440",1804,20.25,25.2,0,0,0,"right","right",0.176925477183002,76.0532872399346,30
"441",2089,15.21,28.35,0,0,0,"right","right",0.200393927237802,74.0728465768665,35
"442",2442,17.64,7.35,0,0,0,"head/body","left",0.151759126335308,94.0833253026274,41
"443",675,44.89,5.25,0,0,1,"left","left",0.0189354972015088,95.3737626394178,11
"444",1120,8.41,23.1,0,0,0,"left","right",0.278692750803984,81.0460245786306,19
"445",1250,53.29,6.3,0,0,1,"right","left",0.0160886651978009,95.6650097998218,21
"446",1468,37.21,9.45,1,0,0,"right","right",0.0473281543137785,90.6068794297651,24
"447",1583,6.25,12.6,0,0,0,"left","left",0.463728071248657,91.6996319512789,26
"448",1624,19.36,34.65,0,0,1,"right","right",0.160971567143434,66.9697849780033,27
"449",1724,39.69,23.1,0,0,1,"left","left",0.0805180529103242,77.1102204639567,29
"450",2029,50.41,29.4,0,0,0,"right","right",0.0633583606715618,72.4820536408841,34
"451",2186,29.16,4.2,1,0,0,"right","right",0.0359613199628277,95.9221851294058,36
"452",2871,16,6.3,0,0,0,"right","right",0.161930999783616,95.4132590366769,48
"453",429,32.49,9.45,0,0,0,"right","right",0.0610584074386862,90.5625894064431,7
"454",1047,24.01,17.85,0,0,0,"right","right",0.14712134981098,82.7551968156683,17
"455",1743,59.29,22.05,0,0,0,"left","left",0.0404497168363477,81.9499029895704,29
"456",1844,9,8.4,0,0,0,"left","left",0.41871740354146,94.9503027904598,31
"457",1909,26.01,24.15,0,0,0,"left","right",0.140897078192747,76.2696702497133,32
"458",2106,24.01,9.45,1,0,0,"right","right",0.105637448188877,91.0994105359634,35
"459",2316,7.29,18.9,0,0,0,"left","left",0.335355778873956,85.3852100776241,39
"460",2519,36,3.15,0,0,0,"right","right",0.017837581888479,96.8706482893554,42
"461",2985,12.25,24.15,0,0,1,"left","left",0.240798060197931,78.9068121267106,50
"462",247,59.29,25.2,0,0,0,"left","left",0.0445598716927511,78.9596358907512,4
"463",415,9.61,29.4,0,0,1,"left","left",0.224300894211861,74.6942574767298,7
"464",417,22.09,11.55,0,0,0,"right","right",0.138175500518786,89.2482526439594,7
"465",1066,46.24,11.55,0,0,0,"left","left",0.037422993955321,89.2928894145553,18
"466",1136,31.36,9.45,0,0,0,"head/body","right",0.0652055611099988,90.5884766402438,19
"467",1614,29.16,6.3,1,0,0,"head/body","left",0.0525593511884911,93.8249199306879,27
"468",1754,5.29,29.4,0,0,0,"right","right",0.240123035169157,76.2143300173924,29
"469",1862,21.16,5.25,0,0,0,"head/body","right",0.0830064086018274,95.6160452016292,31
"470",2396,42.25,8.4,0,0,1,"right","right",0.0333646100904413,91.9707698130227,40
"471",2453,24.01,5.25,1,0,0,"left","right",0.0649726622518245,95.2751940433605,41
"472",2837,21.16,17.85,0,0,0,"right","right",0.171817293201236,83.1473878122458,47
"473",41,6.25,13.65,0,0,0,"right","right",0.440453688781188,90.699421166841,1
"474",282,32.49,7.35,0,0,0,"head/body","right",0.0490399008544412,92.6623040939518,5
"475",473,18.49,4.2,0,0,0,"head/body","left",0.0885910352318919,97.0474116089656,8
"476",1036,33.64,4.2,0,0,0,"head/body","right",0.0270592995383083,95.8006764067979,17
"477",1344,30.25,7.35,0,0,0,"head/body","right",0.0562371724730682,92.7258593920811,22
"478",1548,39.69,3.15,0,0,0,"head/body","right",0.0146685385124352,97.0170016028119,26
"479",2281,31.36,11.55,0,0,0,"head/body","right",0.0764698360525132,88.4893897594508,38
"480",2680,33.64,23.1,0,0,0,"left","left",0.102009050137213,76.9008426481791,45
"481",213,28.09,8.4,1,0,0,"right","right",0.0725351205000087,91.7904575650432,4
"482",474,9.61,11.55,0,0,0,"right","right",0.378891283061153,91.75115585103,8
"483",823,22.09,9.45,0,0,0,"left","left",0.12206622086808,91.3298998138069,14
"484",1538,46.24,12.6,0,0,0,"right","left",0.0403686501152739,88.2529183653436,26
"485",1570,10.89,7.35,0,0,0,"head/body","left",0.325865618127396,95.4887145164286,26
"486",1661,21.16,14.7,0,0,0,"left","right",0.16394775355943,86.2609737946425,28
"487",1722,13.69,7.35,0,0,0,"head/body","right",0.231692337871563,94.8499794412208,29
"488",1732,51.84,6.3,0,0,0,"right","right",0.0169922619652682,95.3832039721879,29
"489",1774,36,24.15,0,0,0,"left","left",0.0944631430812099,75.8763632496972,30
"490",1818,36,9.45,0,0,0,"right","right",0.0503791238293325,90.5720845514776,30
"491",1845,6.76,11.55,0,0,0,"right","right",0.471791338762338,92.5495548341536,31
"492",1937,21.16,11.55,0,0,0,"right","right",0.147827166410199,89.3771117233042,32
"493",2468,29.16,6.3,0,0,0,"head/body","right",0.0525593511884911,93.8249199306879,41
"494",2514,26.01,8.4,0,0,0,"right","right",0.0836117529698127,91.9478118282322,42
"495",2614,31.36,7.35,0,0,0,"right","right",0.0524888339486286,92.6876048886797,44
"496",2793,16,12.6,1,0,0,"right","right",0.225874785758457,89.2342983386993,47
"497",941,50.41,10.5,0,0,0,"left","left",0.029127220443107,90.9919672278823,16
"498",1334,49,7.35,0,0,0,"left","left",0.0220317422766424,93.8563929628664,22
"499",2059,22.09,7.35,0,0,0,"head/body","right",0.101433713904561,93.4123685600574,34
"500",2204,17.64,8.4,0,0,0,"right","right",0.165410179540305,93.0495008046792,37
"501",2240,16,30.45,0,0,0,"right","right",0.188282249632711,71.8415095888164,37
"502",2764,18.49,22.05,0,0,0,"left","left",0.195587465601266,79.4780636402272,46
"503",380,26.01,7.35,0,0,0,"right","right",0.0748819988413757,92.993884745181,6
"504",617,16,28.35,0,0,0,"left","left",0.195792941403949,73.8764001559361,10
"505",1289,36,3.15,0,0,0,"head/body","right",0.017837581888479,96.8706482893554,21
"506",1340,6.76,25.2,0,0,1,"right","right",0.269682168933553,79.605637991288,22
"507",1744,6.25,25.2,0,0,0,"left","left",0.272259174360344,79.7815924884932,29
"508",1812,34.81,6.3,0,0,0,"head/body","right",0.0372322723202873,93.7035010018302,30
"509",2083,10.89,5.25,0,0,0,"left","right",0.281770221204494,97.5276094242036,35
"510",2471,6.25,27.3,0,0,0,"right","right",0.253623395449809,77.816145496934,41
"511",2627,12.96,9.45,0,0,0,"head/body","right",0.276392786080123,92.9622724550126,44
"512",2883,15.21,28.35,0,0,0,"right","right",0.200393927237802,74.0728465768665,48
"513",277,16,5.25,0,0,0,"head/body","right",0.141297499836015,96.4446084548017,5
"514",470,9.61,36.75,0,0,0,"right","right",0.18600687890568,67.7896349009198,8
"515",523,20.25,3.15,0,0,0,"left","left",0.0566500960264338,97.8211889111965,9
"516",784,30.25,8.4,0,0,0,"head/body","right",0.0631603743217498,91.6767282356869,13
"517",1412,47.61,22.05,0,0,0,"left","right",0.058849610371336,79.1292272172552,24
"518",1528,53.29,14.7,0,0,0,"right","right",0.0353520182988515,87.4539541701803,25
"519",1754,18.49,11.55,0,0,0,"head/body","both",0.181040580996662,89.7995690412822,29
"520",915,16,6.3,1,0,0,"head/body","right",0.161930999783616,95.4132590366769,15
"521",1231,16.81,9.45,0,0,0,"head/body","right",0.190620268955215,92.1672317041149,21
"522",1668,10.24,3.15,0,0,0,"head/body","right",0.223627299274715,99.7219138404393,28
"523",1903,29.16,5.25,1,0,0,"head/body","right",0.0444256056909345,94.8735374063811,32
"524",2212,46.24,2.1,0,0,0,"right","right",0.00721965032041991,98.6621893128264,37
"525",2259,30.25,9.45,0,0,0,"head/body","right",0.0696913282632492,90.6276172035876,38
"526",2366,40.96,25.2,0,0,0,"right","right",0.0800524112120144,75.1231096267986,39
"527",2844,19.36,11.55,0,0,0,"right","right",0.169229127807342,89.6533998239888,47
"528",340,21.16,4.2,1,0,0,"head/body","right",0.0679145947124853,96.6566376406711,6
"529",698,9.61,29.4,0,0,0,"left","left",0.224300894211861,74.6942574767298,12
"530",1041,27.04,26.25,0,0,0,"left","left",0.135743864260199,74.0776896237997,17
"531",1617,33.64,18.9,1,0,0,"right","right",0.0934924016013135,81.1007990096275,27
"532",2210,27.04,8.4,0,0,0,"right","right",0.0778405904578439,91.8640386658457,37
"533",168,34.81,4.2,0,0,0,"head/body","right",0.0252779148398815,95.803424260305,3
"534",169,33.64,3.15,0,0,0,"right","right",0.0204354462087137,96.8506690735795,3
"535",268,11.56,7.35,1,0,0,"left","right",0.299459991229752,95.3287789704662,4
"536",616,53.29,9.45,0,0,0,"right","left",0.0237199612171199,92.581891317903,10
"537",701,40.96,8.4,0,0,0,"right","right",0.0354272692809799,91.8640386658457,12
"538",878,51.84,8.4,0,0,0,"right","right",0.0223999255438546,93.3210887206102,15
"539",1319,26.01,10.5,0,0,0,"head/body","left",0.0990573682941879,89.8559408163979,22
"540",1614,9,6.3,0,0,0,"right","right",0.40593607510072,96.9777809603829,27
"541",1999,12.25,5.25,0,0,0,"left","left",0.229865934052728,97.2143250760915,33
"542",2378,10.89,12.6,0,0,0,"right","right",0.336159101817843,90.4037172908283,40
"543",2601,12.25,6.3,0,0,0,"head/body","right",0.255765509772649,96.1912288101155,43
"544",2828,7.84,14.7,0,0,0,"right","right",0.386821364441433,89.221273248032,47
"545",124,28.09,25.2,0,0,0,"left","left",0.13002358921991,75.033113356704,2
"546",795,12.96,23.1,0,0,0,"left","left",0.240937335219004,79.7263544883372,13
"547",1189,25,25.2,0,0,0,"left","left",0.146902480889905,75.3394982728184,20
"548",1261,14.44,14.7,0,0,0,"left","left",0.255938966871278,87.513905180834,21
"549",1324,22.09,25.2,0,0,0,"right","right",0.164735283322681,75.74224778814,22
"550",2283,19.36,21,0,0,0,"left","left",0.189278670280944,80.3450658099177,38
"551",2343,17.64,4.2,0,0,0,"head/body","right",0.0971649558609776,97.1868797729405,39
